bintang,ulasan,nilai
5,"Bangga Ama ini game. Game Indonesia yg berkembang, dari segi map, grafis, gameplay, semuanya di kembangkan. Tapi kekurangan nya yg saya kurang suka adalah? Knp kalau Setiap loading map harus ada iklan Mulu, Jadi menurut saya gak usah ada iklan setiap loading map, jadi iklan nya mindahin pas awal loading narik nya. Mau 2 iklan atau 3. Gak apa apa. Yg penting jgn mengganggu gameplay loading map. Itu aja. Semoga Di Baca. BUSSID Game The Best In Indonesia",POSITIF
5,"Mungkin kontrol & gerakannya bisa lebih smooth lagi seperti Bus Simulator Ultimate dari Zuuks game agar mainnya lebih nyaman lagi,dan saya harap untuk developer agar fokus untuk mengembangkan lagi map nya agar lebih bervariasi tidak itu2 aja karena untuk fitur yg lain saya rasa sudah cukup, karena jujur saya main bussid gak sampai 10 menit sudah bosen apalagi kalau narik dr semarang - merak yg pemandangan, kota, dan jalannya sama semua, mungkin itu aja mudah2an bisa di terima",POSITIF
5,"Gamenya sudah sangat bagus, grafik ok. Namun ada kejanggalan pada penumpang bus, begitu naik .. koq hilang kaya hantu, trus ketika turun langsung diam jadi patung, coba lebih real lagi kah...Dan satu lagi untuk map perjalanan kenapa harus loading melulu. Coba untuk map perjalanan satu kali download jadi tidak loading map terus supaya lebih nyaman dan menyenangkan. Selebihnya untuk game ini ok BGT👍👍👍👍👍",POSITIF
4,"Tolong di perbaiki setiap loading map ada iklan di mode narik kadang suka patah-patah padahal koneksi bagus, terus abis itu jadi ngebug penumpang nya jadi gelap, lampunya juga jadi aneh, hujannya juga gk muncul.. itu aja semoga cepat diperbaiki",POSITIF
5,"Games ny bagus banget,tapi tolong tambahin map² lain yg bener² banyak banget seperti provinsi dan kabupaten,dan tambahin juga seperti:pejalan kaki,bandara,pelabuhan,stasiun kereta,grafis ny dibuat seperti asli lagi,jika kita memakai mod mobil tolong suara rem ny untuk tidak ada suarany,DLL TRIMAKASIH🥰👍🏻🙏🏻",POSITIF
5,"Gamenya bagus, menarik, dan kreatif, saya kasih rating full star, tolong untuk di tambahkan lagi fitur2nya seperti kejar penumpang pada multiplayer, kemudian tambahkan lagi beberapa kendaraan lain yang lalu lalang seperti mobil motor truk dan lain lain, kalo bisa tambah dengan pejalan kakinya juga seperti realnya yang ada di indonesia, dan juga yang lebih penting tambahkan routenya lagi, kalo bisa menyebar keseluruh wilayah seperti tujuan ke kalimantan karna saya orang kalimantan, terima kasih🙏",POSITIF
5,"buat developer,bisa upgrade tombol gas dijadiin throtel ngga ya?biar enak aja kalo pengen nge gas,jadi ga langsung limit,bisa nyantai.tambahin mode PATAS biar ga berhenti mulu kalo di jalan.panjangin lagi jalan tol nya.update jalan sama grafik sih udah bagus,tapi tambahin pemandangan sekitar dong Om. sama tambahin pengaturan tombol² biar bisa di custom sendiri letaknya.tambahin toko atau warkop mungkin,biar kalo si supir lg keluar dr bis jalan kaki, biar bisa ngopi gitu kan asik.",POSITIF
4,"Tambahkan lampu di dalam bus/kendaraan/mod. Tambahkan lagi kota kita yang ada di indonesia, misalnya kota Medan. Tambahkan kualitas grafis : bayangan lebih diperhalus, hujan lebih realistis, dan kualitas tekstur juga perlu di tingkat kan.............................................................................................. (Game nya bagus! Tapi masih banyak lagi yang harus di tingkatkan!!!!)...................................................................................................",POSITIF
5,"Game bagus. Cuman ada yg kurang contoh: grafik HD tambahan map trs tambah fitur tapi dah oke og. Cuman sy minta tolong perbaiki lagi agar tdk ada BUG, Gampang keluar trs, Livery Bug menjadi ungu. Yg penting game nya bagus makasih MALEO👍🏻.",POSITIF
2,"Mohon di perbaiki terdapat banyak bug di saat pergantian map akibat iklan padahal ram hp sya masih banyak. Terlalu sering bayangan mobil menjadi hitam dan tidak dapat melihat aksesoris mobil seperti lampu dan lain2, akibat pergantian map yg di sertai iklan2 panjang.",NEGATIF
5,"Gamenya sudah bagus, grafik agak kurang bagus jadi mohon dikasi grafik ULTRA HD, untuk map tolong tambah kan bali,medan. Ohya yang paling penting menurut saya adalah mengupdate kota² lama yg ada di pantura(pantai utara)jawa,cuma segitu doank sih yang saya impikan dalam bussid ohya satu kali lagi yang kurang adalah disaat berada dikota kota besar seperti Jakarta,Surabaya,Semarang itu lalu lintasnya dibuat ramai agar terjadi kemacetan yang sangat realistis. Cuma segitu aja sih menurut aku, Thank's",POSITIF
5,"Gamenya keren. Grafiknya juga udah cukup bagus. Tinggal perbanyak traffic sama map nya aja sih... Terutama map jawa tolong dirombak dibuat seperti map sumatera yg bangunan dan jalannya berkelok kelok, contoh aja diberi tol trans jawa.. Teruss didalam game nya kita bisa klik buka petunjuk jalannya supaya kita tau kita sudah sampai mana.. Udah sih gitu aja..",POSITIF
5,"Untuk update selanjutnya jangan lupa ditamabahin lagi mapnya seluruh kota di Indonesia, dan kita bisa makan, tidur, kendaraannya ditambahin, ada pejalan kaki, kalau narik diterminal langsung jadi gausah berhenti ,terus grafiknya dimiripin sedikit kayak ets,dan kita bisa buat SIM ,kendaraan yang lain bisa nyalip dan kendaraan yang lain bisa cepat ,ada razia,ada macet,ada kecelakaan,kalau kita nabrak kendaraan nya bisa lecet penyok atau rusak, dan ada bengkel nya, dll",POSITIF
3,"Makin lama game nya makin rudet! Mana iklan nya kebanyakan lagi, tolong kepada developer nya iklan nya dikurangin dong, masa setiap ganti map, ikla dulu... Setiap mau bayar dan di terminal, iklan dulu, tolong jangan berlebihan dong developer Itu saja masukannya terimakasih",NEGATIF
5,"2 tahun yang lalu saya pernah main game ini, setelah beberapa bulan gamenya saya hapus karena ram tidak cukup. Saya download lagi bulan kemarin. Gamenya bagus, bisa narik dan mabar dengan teman (hanya butuh kuota). Bisa nglayap juga (tidak butuh kuota). Buat kalian yang belum download, ayo didownload sekarang!!! Dijamin menghibur banget. Saya harap setelah update, grafiknya semakin bagus seperti ETS 2, pasti lebih semangat mainnya. Dan juga animasi tangan saat menyetir. Ini saja ulasan saya.",POSITIF
3,"Gamenya sudah bagus, saran saya tolong tambahkan fitur pejalan kaki disekitar jalanan serta pengamen jalanan, fitur ramainya kendaraan/macet disaat saat tertentu, fitur beli makan/minum ditempat pemberhentian bus. Serta fitur fitur yg lain.",NEGATIF
3,"Gamenya udh bagus, grafiknya lumayan tapi kekurangannya nya itu gaada map baru seperti di pulau lain dan juga ketika main bareng teman tuh gabisa pake vehicle mod dan itu tuh yg paling bkin gaenak karena kalo konvoi kan masa bus doang, jadi moga aja Bisa di tambahin yg gw bilang, dan buat Dev moga gamenya makin berkembang.",NEGATIF
5,"haii saya sebagai pemain bussid sangat senang dengan game buatan anda, sangat bagus dan menarik!!. tetapi saya punya saran untuk memuaskan para pecinta bussid, yaitu : 1. Ada kata belok kanan/kiri/lurus 300m lalu belok kanan/kiri sepirti di google maps. 2. Tingkatkan grafik ke ultra HD/perbagus grafiknya 3. Perbagus mode hujan dan genangan airnya, saat bis melaju terkena genangan air usahakan ada effect² cipratan air seperti di dunia nyata. 4. Tambahkan fitur retak,rusak dll serta Penambahan",POSITIF
3,"Dulu saya memainkan game ini, sangatlah terbatas dari segi map DLL. Sekarang sudah banyak perubahan di peta maupun grafik. Namun ada satu kekurangan di bussid yang baru ini, saya bermain tidak nyaman, setiap pergantian cuaca atau waktu random, frame saya selalu nge-freeze setiap ±3 detik.Ini sangatlah mengganggu tolong ditanggapi, agar saya bisa memainkan permainan nostalgia ini lebih nyaman terima kasih",NEGATIF
3,"Untuk next update, bagiku tidak perlu grafis wow atau fitur baru. Yang penting tata letak SETIR dan pedal REM GAS agak sdikit diubah. Bener² tidak nyaman, karena posisi terlalu mepet sisi bawah dan kiri kanan layar.",NEGATIF
3,"Saran om, effect pengeriman jgn terlalu dibuat mantul mantul, gak keliatan real nya. Dibuat seperti ets biar real. Terus mode narik pengambilan penumpang jgn terlalu dekat jaraknya, dan jgn terlalu banyak ngambil nya. Interior jb2 nya di up lagi biar bagus",NEGATIF
5,"Saran aja, ditambah mode AKAP dan Bumel. Kadi ga semuanya ngambil penumpang dijalan, kelamaan. Kalo jarak jauh ngambil penumpang bisa milih dari jalan apa cuma dari terminal ke terminal tergantung mode AKAP atau BUMEL. Makasih",POSITIF
3,"Pembaruan atau update terlalu lama, sehingga para player-player merasa bosan dengan game play yang lama tidak di update. Game ini kan juga sudah sangat populer kenapa tidak menambah tim pekerja. Agar pengerjaan proses pembaruan sedikit lebih cepat.. di v3.6 sudah hampir 1 tahun belum juga maik ke v3.7.. mohon maaf jika lancang saya hanya mengeluhkan apa yang di rasakan para player bussid mania.. salam bussid maina....",NEGATIF
5,"Game bussid ini sudah bagus, Tolong untuk update selanjutnya di update 1.Map di perluas dan di tambah seperti (Aceh,Bengkulu,Banyuwangi,Bekasi,Kediri,Trenggalek,dll) 2.Di tambah jalan (berlubang,genangan air,berlumpur) 3.Aksesoris di tambah seperti (lampu kolong,lampu kabin,running teks,dll) 4.Tempat umum (pasar,trotoar,masjid,dll) di buat ramai orang 5.Di tambah stasiun 6.Di tambah mode AKAP dan PARIWISATA 7.Jarak antar penumpang berjauhan 8.Grafik terus di perbaiki. Sekian maaf jika ada salah.",POSITIF
5,"Kalau bisa disediakan replay untuk menu ngelayap. Jd setelah mencapai tujuan kota berakhir, bisa lihat perjalanan bus nya, bagaimana cara pemain mengendalikan bus nya jd kelihatan real diperjalanan. Dan dgn begitu lbh enak melihatnya ketika di jadikan video di status wa atau tiktok. Kan jd bnyak promosi game ini oleh playernya.",POSITIF
5,"Hmm untuk game nya sudah bagus Grafik nya juga keren cuma tolong di tambahin map nya plus medan nya lebih di perbarui/tambahin jalan rusak,dan jalan yang terkena banjir Segitu aja yang lain nya sih udah ok. Terimakasih..",POSITIF
3,"Saranku untuk developer,. di dalam inGame nya baik mode narik, mabar, & ngeblong agar di tambahkan fitur Open mini Map pada GPS nya, walaupun hal sepele, namun pada fitur tersebut sangat di perlukan untuk mengetahui baik posisi kita sendiri atau pemain yg lain ny, terutama pada mode Mabar,. tidak sedikit pemain yg disesatkan rute tujuan ny oleh GPS itu sendiri. Mohon di perbaiki mini Map nye yee....",NEGATIF
5,"Menurut saya gamenya cukup seru. cuma bentuk aspalnya agak kaku. grafik gamenya pun lumayan bagus untuk game buatan Indonesia. dan tambahkan mode baru dong selain ngelayap,narik,main bareng untuk gamenya dan tambahkan jenis bus baru terimakasih.",POSITIF
3,"udh lama main nya, dari beberapa tahun lalu, cuma yg bikin bosen cuma 1, ngambil penumpang nya di tepi jalan, bagus an kalau semua penumpang udh di halte, jadi tinggal main gas rem Ama masuk gigi doang, kalau ambil penumpang tepi jalan berasa bawa angkot, kalau tema nya tentang bis dalam kota seperti transkota gpp, tapi ini main nya ke luar daerah, ga enak aja kalau harus berhenti Mulu, lagi enak top speed, harus nge rem, saran nya, besok update nya di ganti ya developer, ga enak main begini",NEGATIF
4,"Sudah bagus gamenya peta juga bagus....tapi kurang satu hal yaitu kalau main bareng sama teman tidak bisa main mod masing"" harus pakai bis jadi nggak bisa liat keunikan masing"" semoga kedepannya developer game ini menambahkan bisa main bareng + mod terimakasih....🙏🙏🙏",POSITIF
3,Gem nya bagus. Tapi sayangnya masih banyak bug bug yang gak jelas . Dan sering muncul iklan yang sangat mengganggu kenyamanan saat main gem . Dan updated lebih realistis lagi gem nya dan kasih berbagai macam kendaraan,NEGATIF
5,Maleo tolong perbaiki bug saat masuk toll soalnya saya pas narik terus masuk gerbang toll kan aku biasanya pilih yang gratis nonton iklan kan nah habis nonton iklan itu tiba² bus nya gak bisa jalan gak bisa apa² dan pintu gerbang toll nya tetep ketutup kayak ngestag gitu lo.tolong banget maleo perbaiki bug itu🙏🏻.soalnya bikin kesel aku coba relog game nya terus lanjutkan narik malah ngebug semua tombol gak bisa di apa apain jadi mau ga mau harus ngulang lagi. jadi tolong banget perbaiki itubug,POSITIF
5,"Sengaja saya kasih bintang 5,supaya di baca....... Tolong untuk pihak maleo untuk memperbaiki di mode mabar.... Jaringan saya bagus, tpi kenapa ketika mau mabar kok LODING nya lama banget, sudah 10 menit saya tunggu, tpi tetep gak masuk ...... Tolong pikirkan para player bussid, kalok kayak gini terus, nanti lama² player bussid pada gak sudi main gem sampah ini...... Tolong server nya di perbaiki..",POSITIF
5,Mohon untuk developer. Tolong Optimalkan proses koneksi untuk menghubungkan lebih cepat saat Main bareng itu loadingnya lama bet. Apalagi pas main bareng loadingnya itu Lo. Dan kalo pas main selalu jaringan Mabar terputus . Mohon di ini di respon,POSITIF
5,"Saya tau ini game bus, tapi bukan berarti traffic nya itu kendaraan bus yg dominan harusnya yg banyak itu traffic motor karena didunia nyata pasti kebanyakan motor soalnya menurut saya rada kurang masuk akal aja klo kebanyakan traffic bus apalagi muncul dijalan kecil pedesaan gitu aneh kan. Dan yg harus diperhatikan itu map, karena map dengan model yg bervariasi dan rute yg panjang itu perjalanan menjadi menyenangkan dan tidak bosan. Semoga ini menjadi perhatian buat tim maleo sukses selalu..",POSITIF
3,"Di liat dari komen komen nya sih kebanyakan mengeluh soal bug. Saya jg merasakan hal yg sama bug game ini banyak mohon di perbaiki semisal saat saya login itu tiba tiba bis nya jadi item dan di sekitar nya dengan radius tertentu jg jadi warna hitam, mohon di perbaiki ya 👍. Saya jg punya usul buat tambahin kota nya, pulau, monumen, dan grafik nya jg di bikin lebih realistis. Sudah segitu saja komen saya tentang game ini terimakasih🙏",NEGATIF
5,"Game nya bagus dan seru, tapi mash banyak yg kurang di dalem game nya seperti, Provinsi yg kurang lengkap,pilihan Bus nya mash terbilang dikit,dan grafik rumah setiap daerah nya hampir sama😥. Kalo saya kasih saran sii yg saya sebut di atas bisa di uprgade lagii, biar game nya gk gitu"" aja😁🙏",POSITIF
5,"Gamenya bagus,kontrolnya juga enak. Tapi sayang masih banyak bug kaya pas masuk ke tol brebes bus gak bisa gerak.terus kalo saran saya sih tambahin fiturnya lagi pas orangnya keluar bisa masuk ke toko/bisa makan di warung pinggir jalan.itu aja sih.mohon di update.terima kasih🙏",POSITIF
4,"entah udah berapa lama maen game ini dari versi pertama rilis, dan sekarang grapik udah lumayan ok. cuma untuk tambahan buat dev maleo next update. 1 untuk pilihan busnya diperbanyak lagi, udah ketinggalan sama yang ada diaslinya. 2 variasi dalem dan luar bus masih kurang 3 map untuk rute daerah jabar masih kurang, contohnya kaya rute jalur selatan 4 tak ada kehidupan dikota, ataupun direst area yang disinggahi. terima kasih untuk tim maleo, semangat terus untuk majuin gamenya biar tetep didepan",POSITIF
3,Gamenya bagus. Grafik juga keren. Cuma kenapa masi crash aja ni game. Pada saat pindah jalur. Macet di loading. Makan ram apa gimana nih gamenya. Udah ram 4 pun crash juga. Jelek lah pokoknya,NEGATIF
4,"Grafik udh bagus,tp di tingkatkan lg... Saran saya..tambahkan fitur tangan supir tp bisa mode aktif atau gak supaya sesuai keinginan pemain,,, Fitur posisi duduk supir..,, Tambahkan lajur ya lg biar gk bosen,cuci mobil,jalan becek tp yg lumpur ,,rumah makan,,kendaraan lain rusak di jalan,,kendaraan lain bisa mundur,,kecelakaan di jalan.,,razia,, Pemeriksaan kendaraan,...orang jalan di trotoar,,pesepeda,.... Segera update biar rame👍",POSITIF
1,"Aplikasi ini sekarang banyak yang kecewa, masa main bareng loading map sampai 15 menit nunggu, dan bukan bisa lanjut main, malah keluar dari game, begitu juga kalau pas narik, loading map malah banyak iklan, dan iklan di setiap masuk apapun sangat lama dan membosankan, saya turun kan drastis bintang nya, biar pengembang aplikasi bisa berfikir",NEGATIF
4,"Tolong developer tambahin map nya donk, masa pulau Jawa dan sumatera aja, kalo bisa semua pulau Indonesia dimasukkan juga, Indonesia kan bukan hanya sumatera dan jawa saja, ada kalimantan, Sulawesi, bali, dan lain lain, jadi bisa banyak destinasinya, tidak hanya sumatera dan jawa saja. Tolong ya developer.",POSITIF
4,"Sy beri bintang 4 dulu yaa kak, game ini bagus dan lumayan real utk peta sumatra, grafis juga uda nice, cuman kalo bisa pick up penumpang dibanyakin di terminal aja, biar nyetirnya jg lebih fokus, yg kedua sisi kamera dalam bus kalo bs jaraknya dijauhin dikit meskipun kamera tengah jg gpp, ketiga petanya kurang luas cuman kalo mau nambahin peta tolong rute ke banyuwangi sampai bali di bikinin kak, lebih dari peta selain bali jg gpp meskipun upgrade nya sampai 1GB gamasalah, over all sy suka👍",POSITIF
